fecha,hora,parametro,value
2023-11-03,11:05,power_1,1.805085
2023-11-03,12:05,power_1,1.688607
2023-11-03,13:05,power_1,1.778231
2023-11-03,14:05,power_1,1.540422
2023-11-03,15:05,power_1,1.554011
2023-11-03,16:05,power_1,1.516155
2023-11-03,17:05,power_1,1.582159
2023-11-03,18:05,power_1,1.540098
2023-11-03,19:05,power_1,1.693137
2023-11-03,20:05,power_1,1.551422
2023-11-03,21:05,power_1,1.561129
2023-11-03,22:05,power_1,1.51292
2023-11-03,23:05,power_1,1.550775
2023-11-04,00:05,power_1,1.320731
2023-11-04,01:05,power_1,2.273909
2023-11-04,02:05,power_1,2.515601
2023-11-04,03:05,power_1,2.427272
2023-11-04,04:05,power_1,2.4043
2023-11-04,05:05,power_1,2.730762
2023-11-04,06:05,power_1,2.641139
2023-11-04,07:05,power_1,1.663371
2023-11-04,08:05,power_1,1.7517
2023-11-04,09:05,power_1,1.709962
2023-11-04,10:05,power_1,1.77273
2023-11-04,11:05,power_1,1.764318
2023-11-04,12:05,power_1,1.759788
2023-11-04,13:05,power_1,1.729051
2023-11-04,14:05,power_1,1.55757
2023-11-04,15:05,power_1,1.485418
2023-11-04,16:05,power_1,1.380264
2023-11-04,17:05,power_1,1.301642
2023-11-04,18:05,power_1,1.311348
2023-11-04,19:05,power_1,1.282552
2023-11-04,20:05,power_1,1.265081
2023-11-04,21:05,power_1,1.247609
2023-11-04,22:05,power_1,1.333997
2023-11-04,23:05,power_1,1.352115
2023-11-05,00:05,power_1,2.388123
2023-11-05,01:05,power_1,1.340791
2023-11-05,02:05,power_1,2.208876
2023-11-05,03:05,power_1,2.693554
2023-11-05,04:05,power_1,2.638227
2023-11-05,05:05,power_1,2.611049
2023-11-05,06:05,power_1,1.460505
2023-11-05,07:05,power_1,1.486065
2023-11-05,08:05,power_1,1.663047
2023-11-05,09:05,power_1,1.787614
2023-11-05,10:05,power_1,1.793438
2023-11-05,11:05,power_1,1.810586
2023-11-05,12:05,power_1,1.74264
2023-11-05,13:05,power_1,1.620338
2023-11-05,14:05,power_1,1.642016
2023-11-05,15:05,power_1,1.524244
2023-11-05,16:05,power_1,1.378647
2023-11-05,17:05,power_1,1.459211
2023-11-05,18:05,power_1,1.373793
2023-11-05,19:05,power_1,1.620015
2023-11-05,20:05,power_1,1.651076
2023-11-05,21:05,power_1,1.719668
2023-11-05,22:05,power_1,1.655929
2023-11-05,23:05,power_1,1.289347
2023-11-06,00:05,power_1,1.504184
2023-11-06,01:05,power_1,1.594454
2023-11-06,02:05,power_1,2.66314
2023-11-06,03:05,power_1,1.467946
2023-11-06,04:05,power_1,1.311672
2023-11-06,05:05,power_1,1.516802
2023-11-06,06:05,power_1,1.457916
2023-11-06,07:05,power_1,1.641369
2023-11-06,08:05,power_1,1.788261
2023-11-06,09:05,power_1,1.824175
2023-11-06,10:05,power_1,1.768524
2023-11-06,11:05,power_1,1.809939
2023-11-06,12:05,power_1,1.587336
2023-11-06,13:05,power_1,1.572453
2023-11-06,14:05,power_1,1.619368
2023-11-06,15:05,power_1,1.395471
2023-11-06,16:05,power_1,1.35438
2023-11-06,17:05,power_1,1.381558
2023-11-06,18:05,power_1,1.509037
2023-11-06,19:05,power_1,1.4728
2023-11-06,20:05,power_1,1.513567
2023-11-06,21:05,power_1,1.386735
2023-11-06,22:05,power_1,1.517773
2023-11-06,23:05,power_1,1.26961
2023-11-07,00:05,power_1,1.197782
2023-11-07,01:05,power_1,2.386505
2023-11-07,02:05,power_1,1.322996
2023-11-07,03:05,power_1,1.412943
2023-11-07,04:05,power_1,2.586782
2023-11-07,05:05,power_1,2.53372
2023-11-07,06:05,power_1,2.068779
2023-11-07,07:05,power_1,1.444004
2023-11-07,08:05,power_1,1.600602
2023-11-07,09:05,power_1,1.560158
2023-11-07,10:05,power_1,1.70252
2023-11-07,11:05,power_1,1.642663
2023-11-07,12:05,power_1,1.713844
2023-11-07,13:05,power_1,1.72161
2023-11-07,14:05,power_1,1.575365
2023-11-07,15:05,power_1,1.359557
2023-11-07,16:05,power_1,1.415531
2023-11-07,17:05,power_1,1.296141
2023-11-07,18:05,power_1,1.305201
2023-11-07,19:05,power_1,1.345321
2023-11-07,20:05,power_1,1.310054
2023-11-07,21:05,power_1,1.380588
2023-11-07,22:05,power_1,2.626579
2023-11-07,23:05,power_1,2.513336
2023-11-08,00:05,power_1,2.461892
2023-11-08,01:05,power_1,2.618167
2023-11-08,02:05,power_1,2.574487
2023-11-08,03:05,power_1,2.325354
2023-11-08,04:05,power_1,2.763117
2023-11-08,05:05,power_1,2.60846
2023-11-08,06:05,power_1,2.489717
2023-11-08,07:05,power_1,1.487359
2023-11-08,08:05,power_1,1.440121
2023-11-08,09:05,power_1,1.600278
2023-11-08,10:05,power_1,1.58863
2023-11-08,11:05,power_1,1.679872
2023-11-08,12:05,power_1,1.686666
2023-11-08,13:05,power_1,1.54851
2023-11-08,14:05,power_1,1.540745
2023-11-08,15:05,power_1,1.415208
2023-11-08,16:05,power_1,1.446916
2023-11-08,17:05,power_1,1.376058
2023-11-08,18:05,power_1,1.523273
2023-11-08,19:05,power_1,1.506125
2023-11-08,20:05,power_1,2.527896
2023-11-08,21:05,power_1,2.279733
2023-11-08,22:05,power_1,1.506449
2023-11-08,23:05,power_1,1.545922
2023-11-09,00:05,power_1,1.488006
2023-11-09,01:05,power_1,2.3095
2023-11-09,02:05,power_1,2.649227
2023-11-09,03:05,power_1,2.203699
2023-11-09,04:05,power_1,2.387475
2023-11-09,15:06,power_1,1.445621
2023-11-09,16:06,power_1,1.541392
2023-11-09,17:24,power_1,1.321055
2023-11-09,18:24,power_1,2.401712
2023-11-09,19:24,power_1,2.387152
2023-11-09,20:24,power_1,2.690965
2023-11-09,21:24,power_1,2.473863
2023-11-09,22:24,power_1,2.561869
2023-11-09,23:24,power_1,2.431802
2023-11-10,00:24,power_1,2.624961
2023-11-10,01:28,power_1,2.363533
2023-11-10,02:28,power_1,2.348326
2023-11-10,03:28,power_1,2.338943
2023-11-10,04:28,power_1,2.021217
2023-11-10,05:28,power_1,2.06069
2023-11-10,06:28,power_1,2.496835
2023-11-10,07:28,power_1,1.44821
2023-11-10,08:28,power_1,1.462446
2023-11-10,09:28,power_1,1.519391
2023-11-10,10:28,power_1,1.686019
2023-11-10,11:28,power_1,1.750406
2023-11-10,12:28,power_1,1.629398
2023-11-10,13:28,power_1,1.821263
2023-11-10,14:28,power_1,1.439474
2023-11-10,15:28,power_1,1.384147
2023-11-10,16:28,power_1,1.328173
2023-11-10,17:28,power_1,1.300995
2023-11-10,18:28,power_1,1.285141
2023-11-10,19:28,power_1,1.364734
2023-11-10,20:28,power_1,1.663694
2023-11-10,21:28,power_1,1.631339
2023-11-10,22:28,power_1,1.36344
2023-11-10,23:28,power_1,2.447979
2023-11-11,00:28,power_1,2.359327
2023-11-11,01:28,power_1,2.48357
2023-11-11,02:28,power_1,2.475157
2023-11-11,03:28,power_1,1.975273
2023-11-11,04:28,power_1,1.832264
2023-11-11,05:28,power_1,2.308853
2023-11-11,06:28,power_1,2.606519
2023-11-11,07:28,power_1,2.678023
2023-11-11,08:28,power_1,1.495772
2023-11-11,09:28,power_1,1.487359
2023-11-11,10:28,power_1,1.4728
2023-11-11,11:28,power_1,1.494801
2023-11-11,12:28,power_1,1.533627
2023-11-11,13:28,power_1,1.544628
2023-11-11,14:28,power_1,1.576659
2023-11-11,15:28,power_1,1.457916
2023-11-11,16:28,power_1,1.335291
2023-11-11,17:28,power_1,1.311348
2023-11-11,18:28,power_1,1.336909
2023-11-11,19:28,power_1,1.451445
2023-11-11,20:28,power_1,1.462122
2023-11-11,21:28,power_1,1.309083
2023-11-11,22:28,power_1,1.419414
2023-11-11,23:28,power_1,1.46374
2023-11-12,00:28,power_1,1.425238
2023-11-12,01:28,power_1,1.485418
2023-11-12,02:28,power_1,2.748557
2023-11-12,03:28,power_1,2.47904
2023-11-12,04:28,power_1,2.540191
2023-11-12,05:28,power_1,1.655929
2023-11-12,06:28,power_1,1.658517
2023-11-12,07:28,power_1,1.72161
2023-11-12,08:28,power_1,1.7517
2023-11-12,09:28,power_1,1.873678
2023-11-12,10:28,power_1,1.868825
2023-11-12,11:28,power_1,1.660459
2023-11-12,12:28,power_1,1.543334
2023-11-12,13:28,power_1,1.477976
2023-11-12,14:28,power_1,1.504831
2023-11-12,15:28,power_1,1.280287
2023-11-12,16:28,power_1,1.291612
2023-11-12,17:28,power_1,1.260227
2023-11-12,18:28,power_1,1.351145
2023-11-12,19:28,power_1,1.318143
2023-11-12,20:28,power_1,1.279317
2023-11-12,21:28,power_1,1.281582
2023-11-12,22:28,power_1,1.254727
2023-11-12,23:28,power_1,2.063925
2023-11-13,00:28,power_1,2.634021
2023-11-13,01:28,power_1,2.33409
2023-11-13,02:28,power_1,1.865266
2023-11-13,03:28,power_1,1.989185
2023-11-13,04:28,power_1,1.905709
2023-11-13,05:28,power_1,2.326325
2023-11-13,06:28,power_1,2.20564
2023-11-13,07:28,power_1,2.814885
2023-11-13,08:28,power_1,1.560482
2023-11-13,09:28,power_1,1.594778
2023-11-13,10:28,power_1,1.565335
2023-11-13,11:28,power_1,1.504507
2023-11-13,12:28,power_1,1.515508
2023-11-13,13:28,power_1,1.591542
2023-11-13,14:28,power_1,1.416178
2023-11-13,15:28,power_1,1.377029
2023-11-13,16:28,power_1,1.344674
2023-11-13,17:28,power_1,1.311348
2023-11-13,18:31,power_1,1.369587
2023-11-13,19:31,power_1,2.294293
2023-11-13,20:31,power_1,1.293876
2023-11-13,21:31,power_1,1.421679
2023-11-17,00:16,power_1,72.52147
2023-11-17,01:16,power_1,84.52873
2023-11-17,02:16,power_1,64.36348
2023-11-17,03:16,power_1,84.763306
2023-11-17,04:16,power_1,92.83523
2023-11-17,05:16,power_1,10.316068
2023-11-17,06:16,power_1,10.445812
2023-11-17,07:16,power_1,10.543524
2023-11-17,08:16,power_1,10.883251
2023-11-17,09:16,power_1,10.731506
2023-11-17,10:16,power_1,10.762891
2023-11-17,11:16,power_1,10.734742
2023-11-17,12:16,power_1,10.683945
2023-11-17,13:16,power_1,10.767097
2023-11-17,14:16,power_1,10.492403
2023-11-17,15:16,power_1,79.42796
2023-11-17,16:16,power_1,54.393284
2023-11-17,17:16,power_1,21.469807
2023-11-17,18:16,power_1,80.0343
2023-11-17,19:16,power_1,71.37028
2023-11-17,20:16,power_1,90.93017
2023-11-17,21:17,power_1,23.012817
2023-11-17,22:17,power_1,23.019611
2023-11-17,23:17,power_1,23.210182
2023-11-18,00:17,power_1,26.134104
2023-11-18,01:17,power_1,25.206163
2023-11-18,02:17,power_1,79.70234
2023-11-18,03:17,power_1,74.306496
2023-11-18,04:17,power_1,147.23143
2023-11-18,05:17,power_1,142.72858
2023-11-18,06:17,power_1,134.41528
2023-11-18,07:17,power_1,10.582673
2023-11-18,08:17,power_1,10.700769
2023-11-18,09:17,power_1,11.059586
2023-11-18,10:17,power_1,10.95605
2023-11-18,11:17,power_1,11.179623
2023-11-18,12:17,power_1,11.152121
2023-11-18,13:17,power_1,10.95055
2023-11-18,14:17,power_1,10.34907
2023-11-18,15:17,power_1,10.240358
2023-11-18,16:17,power_1,10.314127
2023-11-18,17:17,power_1,10.158499
2023-11-18,18:17,power_1,10.005137
2023-11-18,19:17,power_1,10.232269
2023-11-18,20:17,power_1,10.139733
2023-11-18,21:17,power_1,10.271095
2023-11-18,22:17,power_1,9.982488
2023-11-18,23:17,power_1,10.041698
2023-11-19,00:17,power_1,10.012255
2023-11-19,01:17,power_1,9.830096
2023-11-19,02:17,power_1,13.811702
2023-11-19,03:17,power_1,13.264256
2023-11-19,04:17,power_1,13.34579
2023-11-19,05:17,power_1,13.211517
2023-11-19,06:17,power_1,13.313435
2023-11-19,07:17,power_1,9.861804
2023-11-19,08:17,power_1,10.295361
2023-11-19,09:17,power_1,10.20412
2023-11-19,10:17,power_1,10.521522
2023-11-19,11:17,power_1,10.512463
2023-11-19,12:17,power_1,10.299891
2023-11-19,13:17,power_1,10.676826
2023-11-19,14:17,power_1,10.4484
2023-11-19,15:17,power_1,10.270448
2023-11-19,16:17,power_1,10.332246
2023-11-19,17:17,power_1,10.282743
2023-11-19,18:17,power_1,10.181148
2023-11-19,19:17,power_1,10.232916
2023-11-19,20:17,power_1,10.409574
2023-11-19,21:17,power_1,10.262682
2023-11-19,22:17,power_1,10.144263
2023-11-19,23:17,power_1,10.293743
2023-11-20,00:17,power_1,9.985077
2023-11-20,01:17,power_1,10.026167
2023-11-20,02:17,power_1,13.388499
2023-11-20,03:17,power_1,13.527302
2023-11-20,04:17,power_1,13.414383
2023-11-20,05:17,power_1,13.520507
2023-11-20,06:17,power_1,9.849186
2023-11-20,07:17,power_1,9.982165
2023-11-20,08:17,power_1,10.285655
2023-11-20,09:17,power_1,10.21965
2023-11-20,10:17,power_1,10.389191
2023-11-20,11:17,power_1,10.450341
2023-11-20,12:17,power_1,10.449371
2023-11-20,13:17,power_1,10.546112
2023-11-20,14:17,power_1,10.31801
2023-11-20,15:17,power_1,10.28339
2023-11-20,16:17,power_1,10.134557
2023-11-20,17:17,power_1,10.13941
2023-11-20,18:17,power_1,10.158823
2023-11-20,19:17,power_1,10.185354
2023-11-20,20:17,power_1,10.109643
2023-11-20,21:17,power_1,10.088289
2023-11-20,22:17,power_1,10.085377
2023-11-20,23:17,power_1,9.858568
2023-11-21,00:17,power_1,9.971811
2023-11-21,23:24,power_1,9.98993
2023-11-22,00:24,power_1,10.027138
2023-11-22,01:24,power_1,12.08071
2023-11-22,02:24,power_1,13.445767
2023-11-22,03:24,power_1,111.0841
2023-11-22,04:24,power_1,123.72455
2023-11-22,05:24,power_1,14.219375
2023-11-22,06:24,power_1,10.565202
2023-11-22,07:24,power_1,10.753831
2023-11-22,08:24,power_1,10.545789
2023-11-22,09:24,power_1,10.675209
2023-11-22,10:24,power_1,10.865456
2023-11-22,11:24,power_1,10.880339
2023-11-22,12:24,power_1,11.091294
2023-11-22,13:24,power_1,10.908165
2023-11-22,14:24,power_1,10.87678
2023-11-22,15:24,power_1,10.531876
2023-11-22,16:24,power_1,50.633633
2023-11-22,17:24,power_1,49.147892
2023-11-22,18:24,power_1,78.02279
2023-11-22,19:24,power_1,93.54607
2023-11-22,20:24,power_1,57.88342
2023-11-22,21:24,power_1,46.899544
2023-11-22,22:24,power_1,82.47613
2023-11-22,23:24,power_1,10.6325
2023-11-23,00:24,power_1,10.641883
2023-11-23,01:24,power_1,73.566536
2023-11-23,02:24,power_1,119.06025
2023-11-23,03:24,power_1,75.363205
2023-11-23,04:24,power_1,75.240585
2023-11-23,05:24,power_1,77.1505
2023-11-23,06:24,power_1,14.26176
2023-11-23,07:24,power_1,10.742831
2023-11-23,08:24,power_1,10.505345
2023-11-23,09:24,power_1,10.74186
2023-11-23,10:24,power_1,10.888428
2023-11-23,11:24,power_1,11.030467
2023-11-23,12:24,power_1,10.998435
2023-11-23,13:24,power_1,10.802364
2023-10-29,00:24,power_1,2.584517
2023-10-29,01:24,power_1,2.441508
2023-10-29,02:12,power_1,2.966953
2023-10-29,02:42,power_1,2.470304
2023-10-29,03:24,power_1,2.481629
2023-10-29,04:24,power_1,2.252232
2023-10-29,05:24,power_1,2.233466
2023-10-29,06:24,power_1,2.367092
2023-10-29,07:24,power_1,2.536632
2023-10-29,08:24,power_1,1.55757
2023-10-29,09:24,power_1,1.609985
2023-10-29,10:24,power_1,1.694755
2023-10-29,11:24,power_1,1.617103
2023-10-29,12:24,power_1,1.605779
2023-10-29,13:24,power_1,1.713844
2023-10-29,14:24,power_1,1.509037
2023-10-29,15:24,power_1,1.502243
2023-10-29,16:24,power_1,1.386088
2023-10-29,17:24,power_1,1.567923
2023-10-29,18:24,power_1,1.426532
2023-10-29,19:24,power_1,1.593484
2023-10-29,20:24,power_1,1.532009
2023-10-29,21:24,power_1,1.543657
2023-10-29,22:24,power_1,1.544951
2023-10-29,23:24,power_1,1.486065
2023-10-30,00:24,power_1,1.718374
2023-10-30,01:24,power_1,2.41983
2023-10-30,02:24,power_1,2.241878
2023-10-30,03:24,power_1,2.255143
2023-10-30,04:24,power_1,2.317265
2023-10-30,05:24,power_1,2.185904
2023-10-30,06:24,power_1,2.499424
2023-10-30,07:24,power_1,1.525215
2023-10-30,08:24,power_1,1.524568
2023-10-30,09:24,power_1,1.574718
2023-10-30,10:24,power_1,1.619044
2023-10-30,11:24,power_1,1.710285
2023-10-30,12:24,power_1,1.638134
2023-10-30,13:24,power_1,1.785349
2023-10-30,14:24,power_1,1.488654
2023-10-30,15:24,power_1,1.451445
2023-10-30,16:24,power_1,1.425561
2023-10-30,17:24,power_1,1.320731
2023-10-30,18:24,power_1,1.4838
2023-10-30,19:24,power_1,1.539127
2023-10-30,20:24,power_1,1.510979
2023-10-30,21:24,power_1,1.659812
2023-10-30,22:24,power_1,1.580218
2023-10-30,23:24,power_1,1.617426
2023-10-31,00:24,power_1,1.518097
2023-10-31,01:24,power_1,2.664111
2023-10-31,02:24,power_1,2.567369
2023-10-31,03:24,power_1,2.254173
2023-10-31,04:24,power_1,2.398153
2023-10-31,05:24,power_1,2.490041
2023-10-31,06:24,power_1,1.530392
2023-10-31,07:24,power_1,1.636516
2023-10-31,08:24,power_1,1.587983
2023-10-31,09:24,power_1,1.599631
2023-10-31,10:24,power_1,1.660459
2023-10-31,11:24,power_1,1.818675
2023-10-31,12:24,power_1,1.744905
2023-10-31,13:24,power_1,1.797644
2023-10-31,14:24,power_1,1.583777
2023-10-31,15:24,power_1,1.46374
2023-10-31,16:24,power_1,1.504184
2023-10-31,17:24,power_1,1.559187
2023-10-31,18:24,power_1,1.719668
2023-10-31,19:24,power_1,1.502243
2023-10-31,20:24,power_1,2.69226
2023-10-31,21:24,power_1,2.638874
2023-10-31,22:24,power_1,2.536308
2023-10-31,23:24,power_1,2.207582
2023-11-01,00:00,power_1,-0.015207
2023-11-01,01:00,power_1,-0.011001
2023-11-01,02:01,power_1,-0.01456
2023-11-01,03:01,power_1,-0.010677
2023-11-01,04:01,power_1,-0.012942
2023-11-01,05:01,power_1,-0.011324
2023-11-01,06:01,power_1,-0.011324
2023-11-01,07:01,power_1,-0.011971
2023-11-01,08:01,power_1,-0.013589
2023-11-01,09:01,power_1,-0.012618
2023-11-01,10:01,power_1,-0.011971
2023-11-01,11:01,power_1,-0.012618
2023-11-01,12:01,power_1,-0.01456
2023-11-01,13:01,power_1,-0.011971
2023-11-01,14:01,power_1,-0.011001
2023-11-01,15:01,power_1,-0.011971
2023-11-01,16:01,power_1,-0.011971
2023-11-01,17:01,power_1,-0.013266
2023-11-01,18:01,power_1,-0.013266
2023-11-01,19:01,power_1,-0.010354
2023-11-01,20:01,power_1,-0.012295
2023-11-01,21:01,power_1,-0.013913
2023-11-01,22:01,power_1,-0.013589
2023-11-01,23:01,power_1,-0.012942
2023-11-02,00:01,power_1,-0.01003
2023-11-02,01:01,power_1,-0.011648
2023-11-02,02:02,power_1,-0.012618
2023-11-02,03:02,power_1,-0.013266
2023-11-02,04:02,power_1,-0.011001
2023-11-02,05:02,power_1,-0.011971
2023-11-02,06:02,power_1,-0.012618
2023-11-02,07:02,power_1,-0.012618
2023-11-02,08:02,power_1,-0.011324
2023-11-02,09:02,power_1,-0.01456
2023-11-02,10:02,power_1,-0.012942
2023-11-02,11:02,power_1,-0.015207
2023-11-02,12:02,power_1,-0.012295
2023-11-02,13:02,power_1,-0.011971
2023-11-02,14:02,power_1,-0.014236
2023-11-02,15:02,power_1,-0.011648
2023-11-02,16:02,power_1,-0.013913
2023-11-02,17:05,power_1,-0.012618
2023-11-02,18:05,power_1,-0.010677
2023-11-02,19:05,power_1,-0.013266
2023-11-02,20:05,power_1,-0.012942
2023-11-02,21:05,power_1,-0.012295
2023-11-02,22:05,power_1,-0.013913
2023-11-02,23:05,power_1,-0.013266
2023-11-03,00:05,power_1,-0.010677
2023-11-03,01:05,power_1,-0.012295
2023-11-03,02:05,power_1,-0.011324
2023-11-03,03:05,power_1,-0.011001
2023-11-03,04:05,power_1,-0.013266
2023-11-03,05:05,power_1,-0.01003
2023-11-03,06:05,power_1,-0.013589
2023-11-03,07:05,power_1,-0.011324
2023-11-03,08:05,power_1,-0.011648
2023-11-03,09:05,power_1,-0.012295
2023-11-03,10:05,power_1,-0.013589
2023-11-03,11:05,power_1,-0.012618
2023-11-03,12:05,power_1,-0.011648
2023-11-03,13:05,power_1,-0.009706
2023-11-03,14:05,power_1,-0.011324
2023-11-03,15:05,power_1,-0.012295
2023-11-03,16:05,power_1,-0.013913
2023-11-03,17:05,power_1,-0.008736
2023-11-03,18:05,power_1,-0.011971
2023-11-03,19:05,power_1,-0.011001
2023-11-03,20:05,power_1,-0.012942
2023-11-03,21:05,power_1,-0.011001
2023-11-03,22:05,power_1,-0.011324
2023-11-03,23:05,power_1,-0.011648
2023-11-04,00:05,power_1,-0.015207
2023-11-04,01:05,power_1,-0.013913
2023-11-04,02:05,power_1,-0.012942
2023-11-04,03:05,power_1,-0.011971
2023-11-04,04:05,power_1,-0.013589
2023-11-04,05:05,power_1,-0.011971
2023-11-04,06:05,power_1,-0.012295
2023-11-04,07:05,power_1,-0.012942
2023-11-04,08:05,power_1,-0.011001
2023-11-04,09:05,power_1,-0.010677
2023-11-04,10:05,power_1,-0.011001
2023-11-04,11:05,power_1,-0.011001
2023-11-04,12:05,power_1,-0.012942
2023-11-04,13:05,power_1,-0.013266
2023-11-04,14:05,power_1,-0.011971
2023-11-04,15:05,power_1,-0.012618
2023-11-04,16:05,power_1,-0.012295
2023-11-04,17:05,power_1,-0.014236
2023-11-04,18:05,power_1,-0.011971
2023-11-04,19:05,power_1,-0.012618
2023-11-04,20:05,power_1,-0.011324
2023-11-04,21:05,power_1,-0.012618
2023-11-04,22:05,power_1,-0.011001
2023-11-04,23:05,power_1,-0.012295
2023-11-05,00:05,power_1,-0.012618
2023-11-05,01:05,power_1,-0.011971
2023-11-05,02:05,power_1,-0.013589
2023-11-05,03:05,power_1,-0.011001
2023-11-05,04:05,power_1,-0.010677
2023-11-05,05:05,power_1,-0.011648
2023-11-05,06:05,power_1,-0.011648
2023-11-05,07:05,power_1,-0.013589
2023-11-05,08:05,power_1,-0.011648
2023-11-05,09:05,power_1,-0.011971
2023-11-05,10:05,power_1,-0.013913
2023-11-05,11:05,power_1,-0.011971
2023-11-05,12:05,power_1,-0.013589
2023-11-05,13:05,power_1,-0.012618
2023-11-05,14:05,power_1,-0.012295
2023-11-05,15:05,power_1,-0.015854
2023-11-05,16:05,power_1,-0.010677
2023-11-05,17:05,power_1,-0.011648
2023-11-05,18:05,power_1,-0.011324
2023-11-05,19:05,power_1,-0.012942
2023-11-05,20:05,power_1,-0.012295
2023-11-05,21:05,power_1,-0.01456
2023-11-05,22:05,power_1,-0.011648
2023-11-05,23:05,power_1,-0.011001
2023-11-06,00:05,power_1,-0.011648
2023-11-06,01:05,power_1,-0.013266
2023-11-06,02:05,power_1,-0.012618
2023-11-06,03:05,power_1,-0.01003
2023-11-06,04:05,power_1,-0.013913
2023-11-06,05:05,power_1,-0.011324
2023-11-06,06:05,power_1,-0.013913
2023-11-06,07:05,power_1,-0.012942
2023-11-06,08:05,power_1,-0.011001
2023-11-06,09:05,power_1,-0.011648
2023-11-06,10:05,power_1,-0.010677
2023-11-06,11:05,power_1,-0.013913
2023-11-06,12:05,power_1,-0.013589
2023-11-06,13:05,power_1,-0.011971
2023-11-06,14:05,power_1,-0.011648
2023-11-06,15:05,power_1,-0.012295
2023-11-06,16:05,power_1,-0.01003
2023-11-06,17:05,power_1,-0.011971
2023-11-06,18:05,power_1,-0.011971
2023-11-06,19:05,power_1,-0.013913
2023-11-06,20:05,power_1,-0.014236
2023-11-06,21:05,power_1,-0.010677
2023-11-06,22:05,power_1,-0.011971
2023-11-06,23:05,power_1,-0.011324
2023-11-07,00:05,power_1,-0.010354
2023-11-07,01:05,power_1,-0.011324
2023-11-07,02:05,power_1,-0.011001
2023-11-07,03:05,power_1,-0.013589
2023-11-07,04:05,power_1,-0.013266
2023-11-07,05:05,power_1,-0.011648
2023-11-07,06:05,power_1,-0.011971
2023-11-07,07:05,power_1,-0.010354
2023-11-07,08:05,power_1,-0.01456
2023-11-07,09:05,power_1,-0.011648
2023-11-07,10:05,power_1,-0.014236
2023-11-07,11:05,power_1,-0.015854
2023-11-07,12:05,power_1,-0.012295
2023-11-07,13:05,power_1,-0.012295
2023-11-07,14:05,power_1,-0.011971
2023-11-07,15:05,power_1,-0.012942
2023-11-07,16:05,power_1,-0.011648
2023-11-07,17:05,power_1,-0.01456
2023-11-07,18:05,power_1,-0.010677
2023-11-07,19:05,power_1,-0.011324
2023-11-07,20:05,power_1,-0.013589
2023-11-07,21:05,power_1,-0.013913
2023-11-07,22:05,power_1,-0.013913
2023-11-07,23:05,power_1,-0.011324
2023-11-08,00:05,power_1,-0.013266
2023-11-08,01:05,power_1,-0.013589
2023-11-08,02:05,power_1,-0.013589
2023-11-08,03:05,power_1,-0.011971
2023-11-08,04:05,power_1,-0.013589
2023-11-08,05:05,power_1,-0.011001
2023-11-08,06:05,power_1,-0.011648
2023-11-08,07:05,power_1,-0.013266
2023-11-08,08:05,power_1,-0.013589
2023-11-08,09:05,power_1,-0.012942
2023-11-08,10:05,power_1,-0.012942
2023-11-08,11:05,power_1,-0.011971
2023-11-08,12:05,power_1,-0.011971
2023-11-08,13:05,power_1,-0.011001
2023-11-08,14:05,power_1,-0.012295
2023-11-08,15:05,power_1,-0.011324
2023-11-08,16:05,power_1,-0.01456
2023-11-08,17:05,power_1,-0.013589
2023-11-08,18:05,power_1,-0.01456
2023-11-08,19:05,power_1,-0.013913
2023-11-08,20:05,power_1,-0.012618
2023-11-08,21:05,power_1,-0.012618
2023-11-08,22:05,power_1,-0.013589
2023-11-08,23:05,power_1,-0.011648
2023-11-09,00:05,power_1,-0.014883
2023-11-09,01:05,power_1,-0.014883
2023-11-09,02:05,power_1,-0.012618
2023-11-09,03:05,power_1,-0.011324
2023-11-09,04:05,power_1,-0.011648
2023-11-09,15:06,power_1,-0.013913
2023-11-09,16:06,power_1,-0.012295
2023-11-09,17:24,power_1,-0.012618
2023-11-09,18:24,power_1,-0.012618
2023-11-09,19:24,power_1,-0.012618
2023-11-09,20:24,power_1,-0.012618
2023-11-09,21:24,power_1,-0.012618
2023-11-09,22:24,power_1,-0.012295
2023-11-09,23:24,power_1,-0.011971
2023-11-10,00:24,power_1,-0.013589
2023-11-10,01:28,power_1,-0.012618
2023-11-10,02:28,power_1,-0.009706
2023-11-10,03:28,power_1,-0.012942
2023-11-10,04:28,power_1,-0.013589
2023-11-10,05:28,power_1,-0.013266
2023-11-10,06:28,power_1,-0.011971
2023-11-10,07:28,power_1,-0.01553
2023-11-10,08:28,power_1,-0.013913
2023-11-10,09:28,power_1,-0.010354
2023-11-10,10:28,power_1,-0.011648
2023-11-10,11:28,power_1,-0.013913
2023-11-10,12:28,power_1,-0.013913
2023-11-10,13:28,power_1,-0.013589
2023-11-10,14:28,power_1,-0.009706
2023-11-10,15:28,power_1,-0.014236
2023-11-10,16:28,power_1,-0.013913
2023-11-10,17:28,power_1,-0.011324
2023-11-10,18:28,power_1,-0.012295
2023-11-10,19:28,power_1,-0.013589
2023-11-10,20:28,power_1,-0.010677
2023-11-10,21:28,power_1,-0.012942
2023-11-10,22:28,power_1,-0.012618
2023-11-10,23:28,power_1,-0.013589
2023-11-11,00:28,power_1,-0.013266
2023-11-11,01:28,power_1,-0.011648
2023-11-11,02:28,power_1,-0.010354
2023-11-11,03:28,power_1,-0.013589
2023-11-11,04:28,power_1,-0.012618
2023-11-11,05:28,power_1,-0.010354
2023-11-11,06:28,power_1,-0.015207
